Leading.proteinsPositions.within.proteins;log2 daf2_d10_01;log2 daf2_d10_02;log2 daf2_d10_03;log2 daf2_d10_04;log2 eat2_d10_01;log2 eat2_d10_02;log2 eat2_d10_03;log2 eat2_d10_04; -Log Student's T-test p-value daf2_d10_eat2_d10;Student's T-test q-value  daf2_d10_eat2_d10; Student's T-test Difference  daf2_d10_eat2_d10;Student's T-test Test statistic  daf2_d10_eat2_d10;Sign p-val: 0.05 
Q8MXS0(584);19,3455;19,8067;20,8348;21,5267;21,9266;21,1134;21,4982;21,149;1,01889;0,0518993;-1,04339;-1,97455;
Q8MXS0(157);19,9846;18,5485;18,6715;20,0656;25,1315;24,0616;24,3917;22,5433;3,34637;0,000831409;-4,71448;-6,92077;+
Q8MXS0(1132);19,5915;20,3538;19,5915;19,833;20,2602;20,1768;21,3783;21,2814;1,34835;0,0256281;-0,931727;-2,52737;+
Q8MXS0(41);21,7926;19,2047;18,3856;20,4169;19,836;20,7895;20,0388;19,4353;0,032479;0,899162;-0,0749669;-0,0942985;
Q8MXS0(1085);21,392;19,3442;17,6897;20,046;18,8024;20,7737;21,545;20,567;0,360323;0,302679;-0,804063;-0,834053;
Q965X9(22);21,5456;21,148;22,0775;21,6854;25,0148;23,8767;24,1278;25,4371;3,45305;0,0008;-2,99999;-7,24063;+
Q8T3D2(2993);21,1245;18,2026;18,9235;19,7474;20,3102;20,363;21,7047;21,5328;1,05103;0,0486766;-1,47819;-2,02796;+
Q8T3D2(2999);16,9615;16,8147;21,7031;20,6965;21,9186;19,1509;21,767;21,1881;0,668401;0,130142;-1,96221;-1,38764;
Q8T5S1(555);18,871;19,716;21,0912;19,4842;20,3359;21,0772;21,0151;20,6068;0,994764;0,0553388;-0,968148;-1,93449;
Q8T5S1(577);19,1974;18,603;18,3481;19,419;20,0898;20,0723;20,726;19,5544;1,90141;0,00797194;-1,21874;-3,51804;+
Q8WQA8(6);33,1238;33,7861;33,3071;32,3918;31,1581;31,5437;32,0168;24,5482;0,9529;0,0610636;3,33547;1,86496;
Q8WQA8(9);32,5591;33,5097;34,1061;32,0327;32,3836;32,3113;33,5705;25,8006;0,513017;0,195057;2,0354;1,11656;
Q8WQA8(29);27,3342;27,7165;27,4671;25,1493;21,6376;20,1289;19,7713;20,1199;3,96707;0,000519231;6,50232;8,96105;+
Q8WQA8(33);19,2848;19,5542;20,6809;20,6035;19,5022;21,0657;20,6752;21,5053;0,545176;0,177748;-0,656228;-1,17371;
Q8WQA8(50);30,1045;30,4051;29,1571;29,3636;30,436;30,5115;30,158;24,773;0,22039;0,467719;0,787937;0,550244;
Q8WQF7(155);24,0067;24,0516;24,3004;23,5296;20,4317;20,9505;20,8712;18,8894;3,46977;0,000812665;3,68636;7,29184;+
Q8WQF7(178);18,9221;18,1868;19,7401;20,5829;25,3438;24,4041;24,5458;25,8222;4,03139;0,000568421;-5,67101;-9,19932;+
Q8WQF7(186);20,7431;18,5419;18,6802;18,9315;20,6508;20,1111;20,6431;20,4411;1,23968;0,0319356;-1,23739;-2,34326;+
Q8WQF7(175);21,0252;19,5128;19,3858;19,8275;25,3264;24,2951;24,7041;23,6797;3,96428;0,000516746;-4,5635;-8,95082;+
Q8WQF7(166);19,6738;21,2987;19,2265;21,5941;25,9924;23,7267;22,3375;22,668;1,72646;0,0112998;-3,23288;-3,19265;+
Q8WQF7(37);23,1916;24,7995;23,0801;22,8066;26,6798;25,5692;26,9344;26,1549;2,72901;0,00186301;-2,86511;-5,27937;+
Q8WQF7(52);24,7333;22,9742;24,4373;24,8714;29,5;28,1442;28,9266;23,7569;1,28437;0,029357;-3,32786;-2,4187;+
Q8WQF7(272);23,3297;23,5785;23,9897;23,0255;27,3604;26,2185;26,6345;24,8485;2,57571;0,00208354;-2,78462;-4,92015;+
Q93168(211);21,4573;19,2131;17,5712;20,1122;23,0094;22,814;23,9382;23,1757;2,284;0,00433498;-3,64584;-4,281;+
Q93168(220);18,4747;18,3508;19,3009;21,0098;24,8518;24,4706;24,7965;23,5548;3,54522;0,00060745;-5,13432;-7,52665;+
Q93168(273);16,3466;19,4083;19,734;20,4225;21,0871;21,5416;20,3975;21,5315;1,21157;0,0339595;-2,16159;-2,296;+
Q93211(6);22,4192;22,2674;23,5743;23,795;26,1464;26,3996;26,4408;24,4295;2,42871;0,00303599;-2,8401;-4,59118;+
Q93211(29);19,0459;18,7484;21,0133;20,3789;25,0656;24,0698;24,3879;22,8664;3,04301;0,00102277;-4,30079;-6,07228;+
Q93213(390);20,2322;18,9513;21,8372;18,2076;24,2857;24,4565;24,0266;22,7736;2,4437;0,00302895;-4,07852;-4,62406;+
Q93235(4);19,7019;20,2365;20,0529;21,0333;21,9489;19,9586;20,9879;20,7888;0,640214;0,14009;-0,664904;-1,3393;
Q93244(330);21,3321;19,7479;20,0458;19,2635;20,3392;21,1524;21,088;21,3998;0,9159;0,0672697;-0,897532;-1,80348;
Q93249(373);23,9402;25,428;23,1503;22,4628;21,8983;21,0834;20,8376;20,8875;2,02765;0,00637647;2,56867;3,76139;+
Q93249(363);20,2325;20,1782;19,3182;17,1573;21,0114;18,9144;20,6563;21,5899;0,69566;0,121262;-1,32145;-1,43413;
Q93249(355);22,1658;22,0079;22,284;21,8962;22,7127;23,403;24,5358;22,8819;1,66574;0,0127602;-1,2949;-3,08262;+
Q93289(467);19,178;17,9842;19,0274;19,5395;21,9663;21,0219;20,7512;21,0634;2,74883;0,00178462;-2,26844;-5,3271;+
Q93291(90);19,8199;19,1207;19,4931;21,6145;21,9113;20,8896;20,7234;19,7292;0,519043;0,191985;-0,801312;-1,12732;
Q93315(5);23,8526;24,3808;23,6044;23,8427;23,7894;23,9509;23,7304;24,439;0,0908471;0,73222;-0,0572982;-0,249567;
Q93315(19);19,8681;19,971;19,7303;18,9228;21,4114;20,2181;21,8003;19,9398;1,26625;0,030428;-1,21938;-2,38806;+
Q93321(269);20,7063;20,4886;19,8565;20,6653;21,9097;20,66;20,0463;20,7178;0,408878;0,262052;-0,404231;-0,926251;
Q93333(8);22,5251;21,3727;21,5528;22,3435;26,205;24,2932;25,2744;27,1047;2,87586;0,00116511;-3,77076;-5,64018;+
Q93338(224);19,0446;20,1056;18,6308;19,0458;20,6257;20,4048;21,8143;20,2428;1,77999;0,0101245;-1,56518;-3,29084;+
Q93379(285);21,635;20,8386;19,0862;19,0948;21,5771;21,5345;20,9159;20,5749;0,698943;0,120406;-0,986956;-1,43971;
Q93413(98);18,6643;18,4222;19,3797;19,9539;21,5978;20,5252;20,772;20,3989;2,09851;0,00546608;-1,71843;-3,90146;+
Q93454(258);21,7889;17,3049;19,6316;17,5811;21,5767;21,298;20,4648;21,3103;1,00372;0,0542156;-2,0858;-1,94936;
Q93513(276);20,5701;18,1535;20,1256;19,6439;21,4493;19,2684;21,8364;20,9371;0,805223;0,0906007;-1,24949;-1,61891;
Q93513(344);21,3166;15,4797;20,867;18,1513;20,9429;21,4749;20,4144;21,5601;0,767509;0,0994991;-2,14445;-1,55561;
Q93513(236);18,2453;18,4219;20,6181;19,0693;21,8403;21,0958;21,4069;21,3674;2,22951;0,00461185;-2,33894;-4,16748;+
Q93513(205);19,8603;20,0798;18,6926;18,331;21,3388;20,1902;21,8689;20,9342;1,7899;0,00992494;-1,84208;-3,30916;+
Q93535(348);29,4394;29,5569;30,2154;28,712;26,9287;26,7985;28,1558;25,0505;2,08475;0,00564541;2,74756;3,87406;+
Q93553(30);18,928;20,6732;20,6385;19,6216;20,2523;20,7599;20,828;20,8785;0,792536;0,0934506;-0,714343;-1,59764;
Q93572(274);18,5936;20,1596;20,7887;16,1496;19,2605;20,7644;18,7405;20,0847;0,293069;0,372959;-0,78966;-0,701537;
Q93572(16);19,3908;18,0119;19,2367;19,8408;20,0734;20,1269;21,877;20,6989;1,47577;0,0188702;-1,57398;-2,74671;+
Q93572(295);20,7549;17,0858;18,494;21,0703;21,8419;20,8275;21,6599;20,7814;1,00438;0,0541387;-1,92641;-1,95045;
Q93572(57);25,2808;21,8699;25,3259;24,4983;21,7954;21,0926;21,1627;19,9125;1,94453;0,00730935;3,25295;3,6003;+
Q93572(71);26,8203;26,3627;26,2349;26,0877;28,4337;26,3068;28,5279;24,0559;0,163958;0,566717;-0,454674;-0,425148;
Q93572(162);24,4718;24,111;24,8507;23,7525;24,5975;24,1088;24,7832;26,7987;0,568881;0,166518;-0,775584;-1,21544;
Q93572(92);18,9289;18,375;21,7739;19,9539;21,1454;20,9767;20,1932;20,3786;0,543674;0,178559;-0,915542;-1,17106;
Q93572(134);18,2393;18,9679;18,3319;19,9851;20,4196;21,1416;21,6475;20,0094;1,91254;0,00773981;-1,9235;-3,53918;+
Q93572(146);19,034;20,9017;20,2721;20,1428;20,926;20,2431;20,6077;21,0092;0,693593;0,121677;-0,608885;-1,43061;
Q93572(101);18,6961;21,4069;21,2115;21,1419;25,9563;25,2581;25,59;24,3635;3,17753;0,00103529;-4,67786;-6,43782;+
Q93573(173);17,4834;17,6596;20,6372;16,2319;20,6158;20,7738;18,9387;20,1355;1,0748;0,0462553;-2,11289;-2,06749;+
Q93573(134);21,5237;19,0299;19,3522;21,4109;21,75;20,0177;19,5347;20,267;0,026513;0,915328;-0,0631437;-0,077458;
Q93573(130);19,8398;19,5418;20,3603;17,216;21,543;20,4715;21,4117;20,8071;1,30765;0,0276916;-1,81884;-2,45813;+
Q93573(38);24,8234;23,3095;25,1649;24,5146;23,8133;24,3287;24,1892;23,0993;0,57082;0,165574;0,595467;1,21884;
Q93573(31);21,4374;18,1293;19,2846;20,2343;25,7935;26,083;25,4451;24,7929;3,57486;0,000627219;-5,75723;-7,6206;+
Q93573(33);22,7301;23,0457;23,2712;22,8935;25,0147;24,9944;25,716;23,0742;1,59858;0,0143844;-1,71468;-2,96249;+
Q93573(5);19,7205;21,1899;21,0506;19,2994;21,1853;19,4763;21,6519;21,0838;0,341292;0,320744;-0,534192;-0,797171;
Q93573(105);19,1128;18,3312;19,8633;19,3048;24,9788;23,7574;25,0971;24,8538;4,78982;0;-5,51878;-12,4737;+
Q93576(34);23,2101;21,6574;23,8642;22,3856;23,5036;21,6829;22,2769;21,9126;0,288389;0,377819;0,435359;0,692073;
Q93576(39);19,9913;20,7116;20,6612;19,5239;20,7793;21,0395;21,6388;20,3541;0,953874;0,0609144;-0,730889;-1,86658;
Q93576(12);26,7439;26,1357;26,874;25,2305;28,7218;28,3248;27,497;27,4227;1,91925;0,00766877;-1,74558;-3,55196;+
Q93618(38);17,6484;19,6629;21,5111;21,0478;22,043;22,43;23,606;25,517;1,5869;0,0148276;-3,43143;-2,94177;+
Q93694(136);18,9764;16,7107;20,9755;19,5616;21,7077;20,9239;21,8071;21,1061;1,36162;0,0247664;-2,33013;-2,55003;+
Q93694(183);22,7639;22,0986;23,1674;24,2479;23,6642;21,9138;23,4817;25,8662;0,298476;0,36636;-0,662023;-0,71243;
Q93694(45);20,2899;20,2793;19,3621;17,4412;24,911;24,9984;23,8447;25,8221;3,40195;0,000880196;-5,55094;-7,08595;+
Q93694(124);30,9159;31,1152;30,1392;30,7747;32,9898;33,0424;33,0708;25,9966;0,112708;0,677064;-0,538655;-0,303962;
Q93725(48);27,4466;26,7809;27,9048;26,7732;25,8769;26,1153;25,716;25,8339;2,45647;0,00280717;1,34086;4,6522;+
Q93725(11);25,2571;24,8867;27,3529;24,7411;26,4281;26,2496;27,6546;23,6219;0,157869;0,578946;-0,429081;-0,411165;
Q93725(6);19,0678;18,9152;19,4863;20,1675;24,8177;23,8631;24,2845;25,1211;4,87886;0;-5,1124;-12,9216;+
Q93838(12);21,2131;19,4643;20,3566;20,5706;21,0725;21,0802;21,5082;18,6323;0,083198;0,753032;-0,172127;-0,230096;
Q93871(257);19,2522;18,3049;18,0504;19,1792;21,4692;21,1958;19,911;20,6287;2,42232;0,00309663;-2,1045;-4,57721;+
Q93871(14);25,0595;24,4622;26,165;25,4731;27,0885;26,7668;27,4424;25,6973;1,51059;0,0174745;-1,4588;-2,80741;+
Q93871(15);17,9029;21,2128;19,2727;18,8649;28,0238;26,3158;26,8581;24,3719;3,32678;0,000820046;-7,07908;-6,86328;+
Q93892(311);19,2369;17,593;18,5888;19,5646;24,5641;24,3222;24,6971;22,8267;3,90599;0,000465517;-5,35672;-8,73979;+
Q93896(587);20,4783;18,8273;18,8817;18,8937;22,1345;22,5806;23,1439;21,9188;3,2134;0,000963265;-3,17418;-6,53813;+
Q93896(337);19,4156;18,92;19,2023;18,725;21,36;19,5367;21,6556;21,5355;2,02231;0,00641206;-1,95623;-3,75094;+
Q93896(370);20,8467;19,9447;19,225;19,037;24,2421;23,4744;23,4416;26,2226;2,99376;0,00117687;-4,58186;-5,94248;+
Q93896(11);23,4371;23,7174;24,7059;24,2992;24,2803;23,6437;25,0651;26,7024;0,575489;0,163938;-0,882975;-1,22702;
Q93896(242);20,5308;18,6975;21,2105;20,8664;21,9371;21,117;21,5245;20,3609;0,670086;0,12959;-0,908572;-1,39053;
Q93896(244);19,7707;19,6425;18,2367;19,9492;20,7653;18,3886;21,8014;20,681;0,577525;0,163415;-1,00932;-1,23058;
Q93896(253);21,2056;20,2523;18,8188;21,4983;19,985;18,3481;19,4041;20,41;0,564671;0,168406;0,906944;1,20805;
Q93932(200);24,7276;23,9023;24,4634;25,4923;21,3292;25,449;25,8889;26,2607;0,0244859;0,921682;-0,0855217;-0,0716894;
Q93932(50);21,479;22,7157;22,1002;21,4296;23,3378;22,6275;25,1898;27,1147;1,33741;0,0261719;-2,63627;-2,50874;+
Q93934(57);19,6853;21,3391;21,3727;17,9858;20,1121;21,2986;20,4872;18,7838;0,0265972;0,915322;-0,0747137;-0,077697;
Q94051(72);26,942;26,7643;27,0948;27,1952;28,7779;28,4989;28,4869;23,2627;0,0687757;0,791737;-0,257527;-0,192714;
Q94051(74);20,9211;21,8448;22,5497;21,8129;23,034;22,4565;22,1225;22,358;0,939458;0,0634578;-0,710656;-1,84263;
Q94051(92);25,5044;25,7281;26,1848;24,7602;27,2438;25,4303;26,0839;25,9859;0,633632;0,14215;-0,641579;-1,32797;
Q94051(51);21,9778;21,6616;22,5497;23,0806;24,1675;22,7383;22,1225;22,1598;0,362732;0,300258;-0,47963;-0,83869;
Q94051(49);19,2067;19,0912;20,4107;19,024;21,898;20,0553;21,8525;21,5136;1,88635;0,00825657;-1,89668;-3,48949;+
Q94051(8);18,8327;19,9979;19,1565;20,1776;19,3729;21,3829;21,1945;19,8505;0,755317;0,103213;-0,909018;-1,53509;
Q94057(77);19,2172;19,8995;19,1293;19,8811;25,1419;24,0911;23,387;22,7474;3,62693;0,00066877;-4,31002;-7,78804;+
Q94148(117);23,3132;23,6742;24,9706;24,2299;25,0533;22,3092;24,5038;22,41;0,244565;0,433013;0,477906;0,601655;
Q94216(162);19,332;18,2461;17,6896;19,0757;24,6072;24,7107;23,698;22,8892;4,09511;0,000624277;-5,39043;-9,44093;+
Q94216(383);20,3684;18,1546;20,0464;19,5524;24,1732;22,2534;21,8989;21,6839;2,12905;0,00532974;-2,97192;-3,96263;+
Q94216(213);21,0339;21,0724;21,2174;19,6951;24,1382;22,5577;22,5913;22,8769;2,35884;0,00364426;-2,28634;-4,4398;+
Q94230(52);23,0026;22,7177;23,8517;24,5035;25,6592;23,6207;24,4241;26,4246;1,05096;0,0486525;-1,51329;-2,02785;+
Q94230(87);19,8844;18,2079;18,749;20,6242;22,1908;21,2808;22,9738;22,191;2,30341;0,00410379;-2,79273;-4,32184;+
Q94230(181);21,4939;19,5133;20,3541;18,7719;20,1972;19,8141;21,8747;21,1704;0,435899;0,2431;-0,730765;-0,976513;
Q94230(153);19,3227;20,8034;18,5513;18,0618;23,1274;22,6934;22,8183;24,7264;2,80271;0,00168639;-4,15657;-5,45832;+
Q94272(175);19,0425;19,4634;20,6839;16,3139;19,2024;20,5613;20,2273;20,7101;0,630271;0,143203;-1,29939;-1,32217;
Q94300(6);24,3457;24,8572;25,8784;24,8254;24,6319;25,1041;26,3672;26,8499;0,584556;0,160763;-0,761605;-1,24287;
Q95005(234);18,1491;19,7106;21,04;19,1236;20,3788;20,7467;21,4395;21,3752;1,18689;0,0358192;-1,47924;-2,25459;+
Q95008(167);20,7242;20,8842;20,2455;17,9228;21,6555;19,7272;21,5705;19,7426;0,360015;0,302928;-0,729765;-0,83346;
Q95008(191);19,7007;19,0314;20,6536;18,1408;21,4497;19,077;20,2387;20,7387;0,654952;0,134866;-0,994417;-1,36462;
Q95017(162);18,8859;19,8178;20,879;19,2967;23,1877;22,956;23,3694;24,0676;3,52246;0,000728291;-3,67531;-7,45516;+
Q95PZ7(82);19,6617;19,3022;17,3309;18,8354;23,0338;22,0537;22,4677;22,2697;3,24609;0,000993684;-3,67367;-6,63061;+
Q95PZ7(47);21,7807;20,5655;21,9299;20,2616;21,4859;21,2192;21,229;20,8491;0,0486117;0,850459;-0,0613446;-0,13886;
Q95Q18(43);18,92;19,5269;20,0001;18,7312;20,5056;21,2453;21,6349;21,5852;2,60919;0,00208827;-1,94821;-4,99716;+
Q95Q18(44);20,0453;20,6697;18,1545;19,4289;21,0861;19,2641;20,4416;19,7549;0,363933;0,299529;-0,56207;-0,840999;
Q95Q93(393);26,7335;26,8221;26,2485;23,8474;20,8882;20,3396;20,9763;19,5229;3,39563;0,000873786;5,48114;7,06701;+
Q95Q93(395);19,4389;18,9102;18,6337;19,4582;21,2823;20,7935;20,521;21,3985;3,20705;0,00106237;-1,88856;-6,52027;+
Q95Q93(392);22,3259;23,334;23,141;24,3349;23,0335;22,8247;24,3917;25,2821;0,363407;0,299874;-0,599049;-0,839988;
Q95QA6(637);22,1545;22,4611;22,1121;22,9899;24,4496;22,2528;23,8164;22,1256;0,558827;0,171085;-0,731706;-1,19778;
Q95QA6(557);19,0565;18,8517;20,9674;20,6782;21,7247;20,3505;21,2056;21,1584;1,02808;0,0509148;-1,22134;-1,98983;
Q95QA6(36);21,1152;20,1322;19,5946;17,6382;21,8852;20,6159;19,9048;19,6931;0,461924;0,225015;-0,90468;-1,0243;
Q95QA6(353);23,4559;22,8302;24,1246;23,4808;21,7228;19,8065;20,7735;21,1211;2,79884;0,00167647;2,6169;5,44882;+
Q95QA6(357);22,3216;21,6786;21,9008;22,4942;25,028;25,0655;24,8526;24,5006;4,72176;0;-2,76289;-12,1411;+
Q95QA6(67);18,9291;20,9585;17,9768;18,3617;21,5826;20,898;21,2773;20,7156;1,61002;0,0141378;-2,06184;-2,98284;+
Q95QA6(358);18,3896;20,2786;19,6283;17,1747;21,8871;21,1072;24,1297;21,0588;1,72665;0,0113078;-3,17793;-3,19301;+
Q95QA6(252);19,3853;20,5505;18,1062;16,8605;23,28;22,7905;23,8165;24,3199;2,85625;0,00115611;-4,82608;-5,591;+
Q95QA6(263);18,6649;18,4437;20,9885;20,5134;24,2082;24,1448;25,0413;26,6086;3,0931;0,00106375;-5,3481;-6,20649;+
Q95QA6(622);20,7729;19,3783;20,8304;19,6568;22,8383;23,3614;23,8708;26,7344;2,27614;0,0043222;-4,04158;-4,26451;+
Q95QC9(490);17,8128;20,6617;19,0379;20,5359;21,7179;21,4344;20,0957;20,8365;1,01716;0,052;-1,50902;-1,97168;
Q95QD1(208);20,1023;19,1324;20,4177;19,6332;21,3481;21,2528;19,6641;21,3669;1,13492;0,0394746;-1,08656;-2,16768;+
Q95QF1(130);19,73;20,6826;19,6892;18,4803;21,4086;19,5838;20,3211;19,9619;0,517842;0,192465;-0,673346;-1,12518;
Q95QF1(141);18,9487;19,9838;18,8546;20,5945;21,6732;21,4238;20,4168;17,9799;0,356286;0,306348;-0,778024;-0,826268;
Q95QF1(128);24,7864;23,722;24,1337;21,7989;21,079;21,3753;19,7014;21,0576;2,03482;0,00626146;2,80695;3,77545;+
Q95QL0(557);21,7126;18,4432;19,3483;21,3079;23,7083;23,6084;24,0106;21,7824;1,78671;0,00993397;-3,0744;-3,30325;+
Q95QN5(125);19,4434;19,2261;19,8285;20,8372;21,6944;19,3274;20,1779;20,6306;0,462374;0,225026;-0,623821;-1,02512;
Q95QN6(393);25,8279;26,3986;23,5117;22,5867;26,112;25,6174;27,1792;27,3725;1,0221;0,0515415;-1,98907;-1,97988;
Q95QN6(396);26,7304;27,535;26,5232;26,9156;28,3725;27,2012;28,2313;28,9016;1,61779;0,013935;-1,25063;-2,9967;+
Q95QN6(400);27,2532;28,6412;26,9947;26,9652;28,6274;27,5501;27,9143;26,6419;0,145917;0,602924;-0,219873;-0,383411;
Q95QN6(436);22,6891;24,2399;23,0476;20,2636;21,5688;20,9412;22,9944;25,1403;0,0277264;0,911869;-0,101147;-0,0808996;
Q95QN6(439);19,9676;18,4374;19,2276;17,7463;20,6156;19,34;20,7653;20,2163;1,27604;0,0299681;-1,38957;-2,4046;+
Q95QN6(378);30,4388;29,6516;30,2987;28,581;30,8085;31,1382;30,1675;24,0719;0,154717;0,584706;0,695994;0,403884;
Q95X11(109);18,2915;19,3179;19,6052;20,5878;24,6771;23,2917;24,8447;23,1824;3,3839;0,000863309;-4,54838;-7,03197;+
Q95X44(10);23,2781;21,6026;24,2963;22,1629;26,1975;25,9788;26,1207;25,0072;2,40283;0,00339767;-2,99107;-4,53474;+
Q95X44(26);19,1947;17,657;20,2641;20,6186;21,5148;21,2454;21,5551;18,6556;0,650412;0,136434;-1,30917;-1,35683;
Q95X44(191);20,9309;19,7334;20,1312;17,9134;23,5556;22,932;23,0797;21,1986;1,98291;0,00690074;-3,01425;-3,67426;+
Q95XC1(82);24,7949;22,9683;26,2017;24,131;20,5258;20,3323;18,4773;21,0104;2,64452;0,00197933;4,43756;5,07928;+
Q95XH1(218);22,7022;23,419;23,3606;23,1591;21,0197;21,32;21,6379;18,6904;1,95074;0,00727273;2,49325;3,61222;+
Q95XN2(43);20,8556;20,0504;18,6612;18,5773;21,6192;20,3326;21,3113;21,0756;1,33407;0,0263215;-1,54856;-2,50304;+
Q95XN7(77);21,1635;19,2749;21,7374;18,9022;20,0902;18,8197;21,4629;20,03;0,0683415;0,792818;0,168781;0,191574;
Q95XN7(4);19,9922;19,4855;20,1302;18,5703;21,0143;20,0489;21,54;20,7402;1,47581;0,0188822;-1,2913;-2,74678;+
Q95XR1(78);19,2552;19,8192;20,1988;20,7544;22,512;21,4966;21,8599;20,5147;1,64064;0,0131752;-1,58892;-3,03755;+
Q95XR1(23);22,6622;22,7493;23,289;24,8341;21,1902;21,4635;20,6014;20,6524;2,34783;0,00381538;2,40677;4,41622;+
Q95XR1(9);21,8722;20,7446;18,585;19,9264;20,8582;21,0551;20,3476;20,7994;0,283478;0,383274;-0,483015;-0,682103;
Q95XR4(386);18,8472;17,509;20,9935;19,6149;25,1777;24,0912;25,1849;24,3903;3,37833;0,000855107;-5,46987;-7,01535;+
Q95XU3(332);25,7825;26,3655;26,29;25,3985;25,2643;25,0782;24,9839;22,5409;1,14423;0,0390911;1,49228;2,18322;+
Q95XU3(388);26,1526;25,0843;24,5716;24,6025;21,7449;21,1334;20,8205;20,7567;4,03633;0,00057754;3,98888;9,21785;+
Q95XU3(134);24,8728;24,7643;25,166;26,2402;24,9607;25,3909;25,2922;24,1519;0,297404;0,367789;0,311895;0,710274;
Q95XU3(399);18,7485;20,7801;19,7782;19,5581;20,6078;20,2143;20,1866;20,0406;0,591249;0,158083;-0,546093;-1,25454;
Q95XU3(750);19,9121;21,4401;21,1452;19,5902;24,4063;24,6255;25,3217;27,075;3,16158;0,00101931;-4,83524;-6,39362;+
Q95XU3(243);24,6871;25,0472;24,6516;20,5235;26,1832;24,1527;26,5067;22,5599;0,339519;0,322392;-1,12329;-0,793712;
Q95XU6(15);20,911;17,6008;19,4591;20,2696;21,9187;21,5576;21,7565;20,468;1,25242;0,0311056;-1,86506;-2,36473;+
Q95XV3(378);19,3522;19,1032;17,9687;20,8357;22,941;22,0183;22,1858;23,0024;2,61903;0,00209886;-3,22194;-5,01994;+
Q95XX0(95);27,0008;26,802;25,6842;24,9626;24,0039;23,054;26,9707;24,1075;0,807143;0,0902681;1,57835;1,62212;
Q95XX0(75);28,3243;27,9423;28,2821;28,24;28,5374;29,0889;28,9743;22,3842;0,236377;0,44376;0,950964;0,584374;
Q95XX0(83);28,3104;28,3361;28,0272;28,851;29,8414;30,0911;30,0384;25,1722;0,124346;0,650101;-0,404592;-0,332217;
Q95XX0(93);26,5634;27,4591;26,7923;26,2823;28,589;27,9721;27,8593;26,3838;0,881767;0,0744058;-0,926739;-1,74669;
Q95XX0(11);19,8877;19,3473;19,6273;19,7999;22,8639;22,3688;22,676;22,7303;5,84614;0;-2,9942;-18,8829;+
Q95XX0(69);20,0837;17,9976;20,1444;20,6562;23,7305;22,7108;23,3761;24,7245;2,78494;0,00164029;-3,91498;-5,4148;+
Q95XX0(139);21,8514;20,3363;18,2227;21,4191;24,2029;23,0563;24,8372;27,0907;1,99522;0,00660741;-4,33937;-3,69814;+
Q95Y04(3);20,1947;21,4433;21,8727;21,4599;20,3085;20,9616;19,6226;19,8913;1,18255;0,0360215;1,04667;2,24733;+
U4PC73(180);17,7042;19,3258;20,2338;20,2663;26,4116;25,2845;25,8058;24,8578;3,98449;0,00053202;-6,20743;-9,02502;+
Q95Y68(35);21,2535;17,7472;19,698;19,4966;21,2294;20,3902;21,0617;20,3404;0,795607;0,0928287;-1,2066;-1,60279;
Q95Y72(11);20,1425;21,4457;19,2057;21,1107;19,9715;19,6355;21,7282;20,0508;0,0669638;0,796579;0,129657;0,187952;
Q95Y88(355);23,731;23,5996;22,2899;22,0875;20,6422;20,2527;19,8333;20,9765;2,63279;0,00212036;2,5008;5,05191;+
Q95Y90(166);19,7235;19,4271;17,8488;19,7481;21,701;20,6824;19,2293;21,5669;1,16243;0,0375381;-1,608;-2,21365;+
Q95Y90(21);18,9375;19,6303;19,3394;19,1647;20,655;19,5797;20,7635;20,87;1,94577;0,00732106;-1,19906;-3,60267;+
Q95Y90(119);23,5105;24,0688;24,1129;26,374;26,1821;26,777;27,6716;27,6628;1,8906;0,00819535;-2,55686;-3,49754;+
Q95Y90(80);20,8018;18,5697;19,9531;19,9899;20,9749;21,5074;21,8466;20,1342;1,13286;0,0397719;-1,28712;-2,16424;+
Q95Y97(215);24,1011;24,5782;25,0068;22,8644;21,463;18,8706;20,7612;21,4408;2,42166;0,00309328;3,50373;4,57577;+
Q95YC6(37);18,9918;18,7905;21,6351;18,3292;21,323;20,1494;20,6601;20,0741;0,672427;0,128605;-1,115;-1,39452;
Q95YD1(285);18,9608;19,5961;18,4677;18,4955;22,2455;22,5431;22,9574;22,4706;4,71802;0;-3,67407;-12,1231;+
Q95YD9(30);20,3786;18,7313;19,7972;18,4168;21,772;22,9672;23,1768;25,01;2,52921;0,00229446;-3,90051;-4,81452;+
Q95YF3(28);19,2843;20,7567;20,7978;19,8424;22,8309;22,3656;23,8419;26,839;1,91778;0,0077037;-3,79905;-3,54915;+
Q95YF3(33);21,4713;21,8358;21,0326;21,3999;23,0005;21,8293;22,6848;24,161;1,57014;0,0156356;-1,48404;-2,9121;+
Q95YF3(178);19,9344;19,0428;21,0108;20,3017;25,2473;24,8113;23,6729;22,9902;3,10063;0,00107353;-4,10798;-6,22686;+
Q95YF3(110);21,5259;20,0373;18,8739;20,1561;20,713;21,1746;21,5646;20,1763;0,573949;0,164347;-0,758822;-1,22432;
Q95ZI6(139);20,7364;19,0826;20,6579;20,2799;20,9515;21,2861;20,3879;21,3064;0,920818;0,0664221;-0,793767;-1,81165;
Q95ZJ9(148);19,2971;21,5627;20,906;20,1485;22,1084;21,6809;21,9145;22,9488;1,62105;0,0138574;-1,68461;-3,00252;+
Q95ZL1(18);26,9091;26,3006;25,647;25,9367;27,2699;27,2819;28,1388;21,6741;0,0242212;0,922379;0,107183;0,0709341;
